timestamp,target_object,confidence,location
2025-02-08 01:25:29.812472,person,0.7426590919494629,"[114, 0, 514, 479]"
2025-02-08 01:25:30.879115,person,0.7471963763237,"[111, 0, 510, 479]"
2025-02-08 01:25:31.802224,person,0.7454348802566528,"[115, 3, 514, 479]"
2025-02-08 01:25:32.771737,person,0.7256041169166565,"[120, 2, 531, 479]"
2025-02-08 01:25:34.087466,person,0.7445040941238403,"[113, 0, 519, 479]"
2025-02-08 01:30:15.564316,person,0.7951679825782776,"[66, 17, 543, 479]"
2025-02-08 01:30:18.384554,person,0.8162708282470703,"[53, 29, 544, 479]"
2025-02-08 01:30:21.626091,person,0.7982900738716125,"[41, 25, 551, 479]"
2025-02-08 01:30:45.242301,person,0.8100243210792542,"[43, 23, 562, 479]"
2025-02-08 01:31:08.978766,person,0.8380941152572632,"[138, 28, 545, 478]"
2025-02-08 01:31:32.778396,person,0.8160328269004822,"[137, 48, 550, 479]"
2025-02-08 01:31:56.443521,person,0.8472678065299988,"[140, 43, 554, 478]"
2025-02-08 01:37:25.684511,person,0.8315593600273132,"[135, 20, 529, 479]"
2025-02-08 01:37:28.083611,person,0.8242505192756653,"[131, 31, 523, 479]"
2025-02-08 02:02:32.125941,person,0.8104428052902222,"[21, 2, 492, 478]"
2025-02-08 02:02:35.346746,person,0.868613600730896,"[130, 10, 640, 479]"
2025-02-08 02:02:37.985064,person,0.8639126420021057,"[120, 12, 640, 480]"
2025-02-08 02:02:41.158704,person,0.8799291849136353,"[130, 15, 640, 479]"
2025-02-08 02:02:43.942032,person,0.8612282872200012,"[29, 4, 630, 480]"
2025-02-08 02:02:46.834420,person,0.8504685163497925,"[100, 22, 631, 479]"
2025-02-08 02:02:49.610100,person,0.8663264513015747,"[98, 31, 637, 479]"
2025-02-08 02:02:52.379847,person,0.8701384663581848,"[155, 2, 639, 478]"
2025-02-08 02:02:55.258516,person,0.78697270154953,"[151, 4, 539, 479]"
2025-02-08 02:02:58.060049,person,0.8219479322433472,"[135, 3, 538, 479]"
2025-02-08 02:03:01.226702,person,0.7592422962188721,"[46, 0, 537, 479]"
2025-02-08 02:03:04.232641,person,0.7732529044151306,"[144, 0, 461, 477]"
2025-02-08 02:03:07.083150,person,0.7556596398353577,"[30, 1, 509, 479]"
2025-02-08 02:03:18.650530,person,0.8159981369972229,"[137, 0, 487, 479]"
2025-02-08 02:03:21.552290,person,0.7787886261940002,"[122, 3, 498, 479]"
2025-02-08 02:03:24.354838,person,0.8608809113502502,"[135, 0, 494, 479]"
2025-02-08 02:03:27.144734,person,0.8312827348709106,"[152, 0, 498, 479]"
2025-02-08 02:03:29.924608,person,0.82021164894104,"[93, 10, 486, 479]"
2025-02-08 02:03:52.709355,person,0.7751305103302002,"[129, 0, 474, 480]"
2025-02-08 02:03:56.087786,person,0.8907646536827087,"[132, 1, 469, 479]"
2025-02-08 02:03:58.722341,person,0.8715599775314331,"[129, 0, 468, 479]"
2025-02-08 02:04:01.896161,person,0.8828587532043457,"[132, 0, 465, 479]"
2025-02-08 02:04:11.052435,person,0.8478620648384094,"[128, 0, 475, 479]"
2025-02-08 02:04:13.780136,person,0.8865665197372437,"[128, 0, 470, 479]"
2025-02-08 02:04:16.609304,person,0.7926980257034302,"[115, 0, 486, 478]"
2025-02-08 02:04:19.824315,person,0.7902613282203674,"[124, 0, 500, 479]"
2025-02-08 02:04:22.527248,person,0.8379637598991394,"[125, 0, 506, 479]"
2025-02-08 02:04:25.691326,person,0.8152188062667847,"[116, 0, 508, 479]"
2025-02-08 02:04:28.345491,person,0.8196263909339905,"[124, 0, 508, 479]"
